X	Y	M11	M22
12.48	2.71		
12.48	2.11		
12.48	2.11		
12.48	2.11		
12.48	2.11		
12.48	2.11		
12.48	1.51		
12.48	1.51		
12.48	1.51		
12.48	1.51		
12.48	1.51		
12.48	0.61		
12.48	0.61		
12.48	0.61		
12.48	0.61		
12.48	0.61		
12.48	0		
12.48	0		
12.48	0		
12.48	0		
12.48	0		
13.08	0		
13.08	0		
13.08	0		
13.08	0		
13.08	0		
13.68	0		
13.68	0		
13.68	0		
13.68	0		
13.68	0		
14.28	0		
14.28	0		
14.28	0		
14.28	0		
14.28	0		
14.88	0		
14.88	0		
14.88	0		
14.88	0		
14.88	0		
15.48	0		
15.48	0		
15.48	0		
15.48	0		
15.48	0		
16.08	0		
16.08	0		
16.08	0		
16.08	0		
16.08	0		
-10.4	2.71		
-10.4	2.71		
-10.4	2.71		
-10.4	2.71		
-10.4	2.71		
-10.4	2.11		
-10.4	2.11		
-10.4	2.11		
-10.4	2.11		
-10.4	2.11		
-10.4	1.51		
-10.4	1.51		
-10.4	1.51		
-10.4	1.51		
-10.4	1.51		
-10.4	0.61		
-10.4	0.61		
-10.4	0.61		
-10.4	0.61		
-10.4	0.61		
-10.4	0		
-10.4	0		
-10.4	0		
-10.4	0		
-10.4	0		
-10.4	-0.157		
-10.4	-0.157		
-10.4	-0.157		
-10.4	-0.157		
-10.4	-0.157		
-10.4	-0.313		
-10.4	-0.313		
-10.4	-0.313		
-10.4	-0.313		
-10.4	-0.313		
-10.4	-0.47		
-10.4	-0.47		
-10.4	-0.47		
-10.4	-0.47		
-10.4	-0.47		
-10.4	-0.89		
-10.4	-0.89		
-10.4	-0.89		
-10.4	-0.89		
-10.4	-0.89		
-10.4	-1.49		
-10.4	-1.49		
-10.4	-1.49		
-10.4	-1.49		
-10.4	-1.49		
-10.4	-2.09		
-10.4	-2.09		
-10.4	-2.09		
-10.4	-2.09		
-10.4	-2.09		
-10.4	-2.69		
-10.4	-2.69		
-10.4	-2.69		
-10.4	-2.69		
-10.4	-2.69		
-10.4	-3.29		
-10.4	-3.29		
-10.4	-3.29		
-10.4	-3.29		
-10.4	-3.29		
-10.4	-3.89		
-10.4	-3.89		
-10.4	-3.89		
-10.4	-3.89		
-10.4	-3.89		
-10.4	-4.49		
-10.4	-4.49		
-10.4	-4.49		
-10.4	-4.49		
-10.4	-4.49		
-10.4	-5.09		
-10.4	-5.09		
-10.4	-5.09		
-10.4	-5.09		
-10.4	-5.09		
-10.4	-5.43		
-10.4	-5.43		
-10.4	-5.43		
-10.4	-5.43		
-10.4	-5.43		
-10.4	-6.29		
-10.4	-6.29		
-10.4	-6.29		
-10.4	-6.29		
-10.4	-6.29		
-10.4	-6.82		
-10.4	-6.82		
-10.4	-6.82		
-10.4	-6.82		
-10.4	-6.82		
-10.4	-7.42		
-10.4	-7.42		
-10.4	-7.42		
-10.4	-7.42		
-10.4	-7.42		
-10.4	-8.09		
-10.4	-8.09		
-10.4	-8.09		
-10.4	-8.09		
-10.4	-8.09		
-10.4	-8.69		
-10.4	-8.69		
-10.4	-8.69		
-10.4	-8.69		
-10.4	-8.69		
-10.4	-9.29		
-10.4	-9.29		
-10.4	-9.29		
-10.4	-9.29		
-10.4	-9.29		
-10.4	-9.89		
-10.4	-9.89		
-10.4	-9.89		
-10.4	-9.89		
-10.4	-9.89		
-10.4	-10.49		
-10.4	-10.49		
-10.4	-10.49		
-10.4	-10.49		
-10.4	-10.49		
-10.4	-11.09		
-10.4	-11.09		
-10.4	-11.09		
-10.4	-11.09		
-10.4	-11.09		
-10.4	-11.69		
-10.4	-11.69		
-10.4	-11.69		
-10.4	-11.69		
-10.4	-11.69		
-10.4	-12.29		
-10.4	-12.29		
-10.4	-12.29		
-10.4	-12.29		
-10.4	-12.29		
-10.4	-12.89		
-10.4	-12.89		
-10.4	-12.89		
-10.4	-12.89		
-10.4	-12.89		
-10.4	-13.49		
-10.4	-13.49		
-10.4	-13.49		
-10.4	-13.49		
-10.4	-13.49		
-10.4	-14.38		
-10.4	-14.38		
-10.4	-14.38		
-10.4	-14.38		
-10.4	-14.38		
-10.4	-14.69		
-10.4	-14.69		
-10.4	-14.69		
-10.4	-14.69		
-10.4	-14.69		
-10.4	-15.29		
-10.4	-15.29		
-10.4	-15.29		
-10.4	-15.29		
-10.4	-15.29		
-10.4	-15.89		
-10.4	-15.89		
-10.4	-15.89		
-10.4	-15.89		
-10.4	-15.89		
-10.4	-16.49		
-10.4	-16.49		
-10.4	-16.49		
-10.4	-16.49		
-10.4	-16.49		
-10.4	-17.09		
-10.4	-17.09		
-10.4	-17.09		
-10.4	-17.09		
-10.4	-17.09		
-10.4	-17.69		
-10.4	-17.69		
-10.4	-17.69		
-10.4	-17.69		
-10.4	-17.69		
-10.4	-18.17		
-10.4	-18.17		
-10.4	-18.17		
-10.4	-18.17		
-10.4	-18.17		
-10.4	-18.89		
-10.4	-18.89		
-10.4	-18.89		
-10.4	-18.89		
-10.4	-18.89		
-10.4	-19.49		
-10.4	-19.49		
-10.4	-19.49		
-10.4	-19.49		
-10.4	-19.49		
-10.4	-20.09		
-10.4	-20.09		
-10.4	-20.09		
-10.4	-20.09		
-10.4	-20.09		
-10.4	-20.69		
-10.4	-20.69		
-10.4	-20.69		
-10.4	-20.69		
-10.4	-20.69		
-10.4	-21.29		
-10.4	-21.29		
-10.4	-21.29		
-10.4	-21.29		
-10.4	-21.29		
-10.4	-21.98		
-10.4	-21.98		
-10.4	-21.98		
-10.4	-21.98		
-10.4	-21.98		
-9.73	-21.98		
-9.73	-21.98		
-9.73	-21.98		
-9.73	-21.98		
-9.73	-21.98		
-9.13	-21.98		
-9.13	-21.98		
-9.13	-21.98		
-9.13	-21.98		
-9.13	-21.98		
-8.53	-21.98		
-8.53	-21.98		
-8.53	-21.98		
-8.53	-21.98		
-8.53	-21.98		
-7.93	-21.98		
-7.93	-21.98		
-7.93	-21.98		
-7.93	-21.98		
-7.93	-21.98		
-7.42	-21.98		
-7.42	-21.98		
-7.42	-21.98		
-7.42	-21.98		
-7.42	-21.98		
-7	-21.98		
-7	-21.98		
-7	-21.98		
-7	-21.98		
-7	-21.98		
-6.13	-21.98		
-6.13	-21.98		
-6.13	-21.98		
-6.13	-21.98		
-6.13	-21.98		
-5.53	-21.98		
-5.53	-21.98		
-5.53	-21.98		
-5.53	-21.98		
-5.53	-21.98		
-4.93	-21.98		
-4.93	-21.98		
-4.93	-21.98		
-4.93	-21.98		
-4.93	-21.98		
-4.33	-21.98		
-4.33	-21.98		
-4.33	-21.98		
-4.33	-21.98		
-4.33	-21.98		
-3.6	-21.98		
-3.6	-21.98		
-3.6	-21.98		
-3.6	-21.98		
-3.6	-21.98		
-3.13	-21.98		
-3.13	-21.98		
-3.13	-21.98		
-3.13	-21.98		
-3.13	-21.98		
-2.53	-21.98		
-2.53	-21.98		
-2.53	-21.98		
-2.53	-21.98		
-2.53	-21.98		
-1.93	-21.98		
-1.93	-21.98		
-1.93	-21.98		
-1.93	-21.98		
-1.93	-21.98		
-1.53	-21.98		
-1.53	-21.98		
-1.53	-21.98		
-1.53	-21.98		
-1.53	-21.98		
-0.73	-21.98		
-0.73	-21.98		
-0.73	-21.98		
-0.73	-21.98		
-0.73	-21.98		
0	-21.98		
0	-21.98		
0	-21.98		
0	-21.98		
0	-21.98		
0.7	-21.98		
0.7	-21.98		
0.7	-21.98		
0.7	-21.98		
0.7	-21.98		
1.07	-21.98		
1.07	-21.98		
1.07	-21.98		
1.07	-21.98		
1.07	-21.98		
1.4	-21.98		
1.4	-21.98		
1.4	-21.98		
1.4	-21.98		
1.4	-21.98		
2.28	-21.98		
2.28	-21.98		
2.28	-21.98		
2.28	-21.98		
2.28	-21.98		
2.92	-21.97		
2.92	-21.97		
2.92	-21.97		
2.92	-21.97		
2.92	-21.97		
3.48	-21.98		
3.48	-21.98		
3.48	-21.98		
3.48	-21.98		
3.48	-21.98		
4.08	-21.98		
4.08	-21.98		
4.08	-21.98		
4.08	-21.98		
4.08	-21.98		
4.68	-21.98		
4.68	-21.98		
4.68	-21.98		
4.68	-21.98		
4.68	-21.98		
5	-21.98		
5	-21.98		
5	-21.98		
5	-21.98		
5	-21.98		
5.88	-21.98		
5.88	-21.98		
5.88	-21.98		
5.88	-21.98		
5.88	-21.98		
6.48	-21.98		
6.48	-21.98		
6.48	-21.98		
6.48	-21.98		
6.48	-21.98		
7.08	-21.98		
7.08	-21.98		
7.08	-21.98		
7.08	-21.98		
7.08	-21.98		
7.68	-21.98		
7.68	-21.98		
7.68	-21.98		
7.68	-21.98		
7.68	-21.98		
8.4	-21.98		
8.4	-21.98		
8.4	-21.98		
8.4	-21.98		
8.4	-21.98		
8.88	-21.98		
8.88	-21.98		
8.88	-21.98		
8.88	-21.98		
8.88	-21.98		
9.48	-21.98		
9.48	-21.98		
9.48	-21.98		
9.48	-21.98		
9.48	-21.98		
10.08	-21.98		
10.08	-21.98		
10.08	-21.98		
10.08	-21.98		
10.08	-21.98		
10.68	-21.98		
10.68	-21.98		
10.68	-21.98		
10.68	-21.98		
10.68	-21.98		
11.28	-21.98		
11.28	-21.98		
11.28	-21.98		
11.28	-21.98		
11.28	-21.98		
11.8	-21.98		
11.8	-21.98		
11.8	-21.98		
11.8	-21.98		
11.8	-21.98		
12.48	-21.98		
12.48	-21.98		
12.48	-21.98		
12.48	-21.98		
12.48	-21.98		
13.08	-21.98		
13.08	-21.98		
13.08	-21.98		
13.08	-21.98		
13.08	-21.98		
13.68	-21.98		
13.68	-21.98		
13.68	-21.98		
13.68	-21.98		
13.68	-21.98		
14.28	-21.98		
14.28	-21.98		
14.28	-21.98		
14.28	-21.98		
14.28	-21.98		
14.88	-21.98		
14.88	-21.98		
14.88	-21.98		
14.88	-21.98		
14.88	-21.98		
15.48	-21.98		
15.48	-21.98		
15.48	-21.98		
15.48	-21.98		
15.48	-21.98		
16.08	-21.98		
16.08	-21.98		
16.08	-21.98		
16.08	-21.98		
16.08	-21.98		
